Mario bestellingen

Let op! De vermelde prijzen zijn de prijzen ten tijde van de bestelling

Winkelnaam;Klantnaam;TelefoonNr;Email;Adres;Woonplaats;Besteldatum;AfleverType;AfleverDatum;AfleverMoment;Product;PizzaBodem;PizzaSaus;Prijs;Aantal;Extra Ingrediënten;Prijs Extra Ingrediënten;Regelprijs;Totaalprijs;Gebruikte Coupon;Coupon Korting;Te Betalen

Hengelo;Annerie Engberts;06-56294707;AnnerieEngberts@armyspy.com;Slotsteeg 124;Hengelo;zaterdag 19 oktober 2019;Afhalen;zaterdag 19 oktober 2019;20:13;Tonno;Italian Pizza;Tomatensaus;€ 6,95;2;Geitenkaas;€ 1,00;€ 17,90;€ 71,65;2e pizza gratis bij afhalen;€ 6,95;€ 64,70
;;;;;;;;;;Tonno;Large Pizza;Tomatensaus;€ 6,95;2;;€ 0,00;€ 21,90;;;;
;;;;;;;;;;Bacon Gorgonzola;Medium Pizza;Tomatensaus;€ 8,95;2;;€ 0,00;€ 17,90;;;;
;;;;;;;;;;Beenham;Large Pizza;Tomatensaus;€ 6,95;1;Paprikamix, Gorgonzola, Bacon;€ 3,00;€ 13,95;;;;

Rijswijk;Joakim Schaareman;06-39420891;JoakimSchaareman@einrot.com;Idenburglaan 20;Rijswijk;zondag 5 augustus 2018;Bezorgen;zondag 5 augustus 2018;19:32;BBQ Cannibale;Medium Pizza;Barbecue Saus;€ 4,95;2;;€ 0,00;€ 9,90;€ 21,80;;€ 0,00;€ 21,80
;;;;;;;;;;BBQ Cannibale;Italian Pizza;Barbecue Saus;€ 4,95;2;;€ 0,00;€ 11,90;;;;

Rotterdam Mariniersweg;Ane Claes;06-24626762;AneClaes@einrot.com;Overijselsestraat 187;Rotterdam;maandag 31 juli 2017;Bezorgen;maandag 31 juli 2017;18:27;Pollo Pomodore;Large Pizza;Tomatensaus;€ 8,95;2;;€ 0,00;€ 25,90;€ 50,25;;€ 0,00;€ 50,25
;;;;;;;;;;Caprese;Italian Pizza;Tomatensaus;€ 4,95;1;;€ 0,00;€ 5,95;;;;
;;;;;;;;;;Extravaganzza;Medium Pizza;Tomatensaus;€ 7,95;1;;€ 0,00;€ 7,95;;;;
;;;;;;;;;;Americana;Medium Cheesy Crust Pizza;Tomatensaus;€ 6,95;1;Honing Mosterdsaus, Geitenkaas;€ 1,50;€ 10,45;;;;

Uden;Seyhan Sahin;06-26095421;SeyhanSahin@einrot.com;Kersenstraat 138;Uden;zondag 20 januari 2019;Afhalen;zondag 20 januari 2019;18:55;Hot & Spicy;Family XXL Pizza;Tomatensaus;€ 6,95;2;;€ 0,00;€ 23,90;€ 23,90;;€ 0,00;€ 23,90

Arnhem Centrum;Selina Wiedijk;06-38628491;SelinaWiedijk@jourrapide.com;Kortestraat 78;Arnhem;dinsdag 3 december 2019;Bezorgen;dinsdag 3 december 2019;18:41;Beenham;Medium Pizza;Tomatensaus;€ 6,95;2;;€ 0,00;€ 13,90;€ 25,85;;€ 0,00;€ 25,85
;;;;;;;;;;Americana;Family XXL Pizza;Tomatensaus;€ 6,95;1;;€ 0,00;€ 11,95;;;;

Venlo;Germain Vinke;06-76066228;GermainVinke@superrito.com;Mozartstraat 86;Venlo;maandag 13 mei 2019;Bezorgen;maandag 13 mei 2019;18:00;Margaritha;Medium Cheesy Crust Pizza;Tomatensaus;€ 4,95;1;;€ 0,00;€ 6,95;€ 41,80;;€ 0,00;€ 41,80
;;;;;;;;;;Tonno;Family XXL Pizza;Tomatensaus;€ 6,95;2;;€ 0,00;€ 23,90;;;;
;;;;;;;;;;Bacon Gorgonzola;Medium Cheesy Crust Pizza;Tomatensaus;€ 8,95;1;;€ 0,00;€ 10,95;;;;

Uden;Jan-Paul van Luijn;06-45017526;Jan-PaulvanLuijn@dayrep.com;Hooistraat 140;Uden;zondag 4 maart 2018;Afhalen;zondag 4 maart 2018;18:36;BBQ Cannibale;Medium Pizza;Barbecue Saus;€ 4,95;1;;€ 0,00;€ 4,95;€ 4,95;;€ 0,00;€ 4,95

Veghel;Lonneke Tiemersma;06-89272969;LonnekeTiemersma@fleckens.hu;Eemshof 5;Veghel;woensdag 19 juni 2019;Bezorgen;woensdag 19 juni 2019;18:31;Shoarma;Medium Cheesy Crust Pizza;Tomatensaus;€ 7,95;2;;€ 0,00;€ 19,90;€ 52,75;;€ 0,00;€ 52,75
;;;;;;;;;;Americana;Family XXL Pizza;Tomatensaus;€ 6,95;2;;€ 0,00;€ 23,90;;;;
;;;;;;;;;;BBQ Mixed Grill;Italian Pizza;Barbecue Saus;€ 7,95;1;;€ 0,00;€ 8,95;;;;

Amsterdam Aalsmeerweg;Annabel Walta;06-91610937;AnnabelWalta@gustr.com;Oostenburgervoorstraat 15;Amsterdam;vrijdag 20 december 2019;Afhalen;vrijdag 20 december 2019;17:32;Beenham;Medium Pizza;Tomatensaus;€ 6,95;2;;€ 0,00;€ 13,90;€ 25,85;;€ 0,00;€ 25,85
;;;;;;;;;;BBQ Mixed Grill;Large Pizza;Barbecue Saus;€ 7,95;1;;€ 0,00;€ 11,95;;;;

Noordwijk;Balder Pool;06-51008150;BalderPool@superrito.com;Penhoren 132;Noordwijk;dinsdag 24 januari 2017;Bezorgen;dinsdag 24 januari 2017;17:52;Chicken Supreme;Italian Pizza;Tomatensaus;€ 6,95;4;;€ 0,00;€ 31,80;€ 71,60;;€ 0,00;€ 71,60
;;;;;;;;;;Shoarma;Large Pizza;Tomatensaus;€ 7,95;2;;€ 0,00;€ 23,90;;;;
;;;;;;;;;;Tonno;Medium Pizza;Tomatensaus;€ 6,95;1;;€ 0,00;€ 6,95;;;;
;;;;;;;;;;Hawaii;Medium Cheesy Crust Pizza;Tomatensaus;€ 6,95;1;;€ 0,00;€ 8,95;;;;

Zwolle;Soulaimane Ribbens;06-20950331;SoulaimaneRibbens@armyspy.com;De Keyzerstraat 162;Zwolle;dinsdag 6 augustus 2019;Afhalen;dinsdag 6 augustus 2019;20:22;Tricolore;Family XXL Pizza;Creme Fraiche;€ 8,95;2;;€ 0,00;€ 27,90;€ 27,90;25% korting op je bestelling;€ 6,98;€ 20,93

Maassluis;Lauren Elbers;06-97931620;LaurenElbers@superrito.com;Goudsteen 180;Maassluis;zondag 19 mei 2019;Afhalen;zondag 19 mei 2019;17:55;Funghi;Italian Pizza;Tomatensaus;€ 4,95;1;;€ 0,00;€ 5,95;€ 37,75;;€ 0,00;€ 37,75
;;;;;;;;;;Hawaii;Medium Pizza;Tomatensaus;€ 6,95;1;Chicken Kebab, Chorizo;€ 3,00;€ 9,95;;;;
;;;;;;;;;;Funghi;Medium Pizza;Tomatensaus;€ 4,95;2;;€ 0,00;€ 9,90;;;;
;;;;;;;;;;Shoarma;Large Pizza;Tomatensaus;€ 7,95;1;;€ 0,00;€ 11,95;;;;

Veldhoven;Eliane Mossel;06-96318097;ElianeMossel@armyspy.com;De Twijnder 20;Veldhoven;vrijdag 27 januari 2017;Afhalen;vrijdag 27 januari 2017;18:43;Bacon Gorgonzola;Medium Pizza;Tomatensaus;€ 8,95;1;;€ 0,00;€ 8,95;€ 8,95;;€ 0,00;€ 8,95

Zwolle;Ervin Rosendahl;06-41807661;ErvinRosendahl@jourrapide.com;Elandveld 123;Zwolle;dinsdag 7 mei 2019;Afhalen;dinsdag 7 mei 2019;16:53;Chicken Kebab;Large Pizza;Tomatensaus;€ 7,95;4;;€ 0,00;€ 47,80;€ 97,50;2e pizza gratis bij afhalen;€ 4,95;€ 92,55
;;;;;;;;;;Caprese;Medium Pizza;Tomatensaus;€ 4,95;2;;€ 0,00;€ 9,90;;;;
;;;;;;;;;;Supreme;Medium Pizza;Barbecue Saus;€ 7,95;2;;€ 0,00;€ 15,90;;;;
;;;;;;;;;;Salame Speciale;Large Pizza;Tomatensaus;€ 6,95;2;Verse Tomaat;€ 1,00;€ 23,90;;;;

Enschede West;Nicolle Anker;06-16131548;NicolleAnker@einrot.com;Veldkampplantsoen 118;Enschede;woensdag 19 juni 2019;Bezorgen;woensdag 19 juni 2019;19:33;Beenham;Medium Pizza;Tomatensaus;€ 6,95;2;;€ 0,00;€ 13,90;€ 48,70;;€ 0,00;€ 48,70
;;;;;;;;;;Deluxe;Medium Pizza;Tomatensaus;€ 6,95;1;;€ 0,00;€ 6,95;;;;
;;;;;;;;;;Supreme;Medium Cheesy Crust Pizza;Barbecue Saus;€ 7,95;1;;€ 0,00;€ 9,95;;;;
;;;;;;;;;;Supreme;Italian Pizza;Barbecue Saus;€ 7,95;2;;€ 0,00;€ 17,90;;;;

Zeist;Caithlin Versluis;06-55729366;CaithlinVersluis@einrot.com;Couwenhoven 69;Zeist;maandag 13 februari 2017;Afhalen;maandag 13 februari 2017;16:00;Caprese;Family XXL Pizza;Tomatensaus;€ 4,95;1;;€ 0,00;€ 9,95;€ 57,65;;€ 0,00;€ 57,65
;;;;;;;;;;Perfect Pepperoni;Italian Pizza;Tomatensaus;€ 4,95;2;;€ 0,00;€ 11,90;;;;
;;;;;;;;;;Americana;Medium Cheesy Crust Pizza;Tomatensaus;€ 6,95;2;;€ 0,00;€ 17,90;;;;
;;;;;;;;;;Tonno;Medium Cheesy Crust Pizza;Tomatensaus;€ 6,95;2;;€ 0,00;€ 17,90;;;;

Breda Kesterenlaan;Nele Nieborg;06-68098024;NeleNieborg@armyspy.com;Cimburgalaan 27;Breda;woensdag 22 maart 2017;Afhalen;woensdag 22 maart 2017;19:23;Chicken Kebab;Medium Pizza;Tomatensaus;€ 7,95;2;;€ 0,00;€ 15,90;€ 37,80;;€ 0,00;€ 37,80
;;;;;;;;;;Tonno;Large Pizza;Tomatensaus;€ 6,95;2;;€ 0,00;€ 21,90;;;;

Almere Buiten;Roché Roossien;06-26951984;RocheRoossien@cuvox.de;Korenbloemweg 38;Almere;zondag 15 juli 2018;Afhalen;zondag 15 juli 2018;16:04;Shoarma;Medium Cheesy Crust Pizza;Tomatensaus;€ 7,95;2;;€ 0,00;€ 19,90;€ 39,80;;€ 0,00;€ 39,80
;;;;;;;;;;BBQ Mixed Grill;Medium Cheesy Crust Pizza;Barbecue Saus;€ 7,95;2;;€ 0,00;€ 19,90;;;;

Uden;Marie-Claire Onderstal;06-75567635;Marie-ClaireOnderstal@teleworm.us;Haffel 105;Uden;maandag 20 augustus 2018;Bezorgen;maandag 20 augustus 2018;16:30;Pollo Pomodore;Medium Cheesy Crust Pizza;Tomatensaus;€ 8,95;4;;€ 0,00;€ 43,80;€ 102,55;;€ 0,00;€ 102,55
;;;;;;;;;;Chicken Supreme;Medium Cheesy Crust Pizza;Tomatensaus;€ 6,95;2;Groene Olijven, Honing Mosterdsaus, Groene Olijven, Knoflooksaus Swirl;€ 3,00;€ 23,90;;;;
;;;;;;;;;;Pollo Pomodore;Medium Cheesy Crust Pizza;Tomatensaus;€ 8,95;1;;€ 0,00;€ 10,95;;;;
;;;;;;;;;;Hawaii;Family XXL Pizza;Tomatensaus;€ 6,95;2;;€ 0,00;€ 23,90;;;;

Heerhugowaard;Gerharda Koomen;06-89466411;GerhardaKoomen@rhyta.com;Koraal 121;Heerhugowaard;maandag 23 september 2019;Bezorgen;maandag 23 september 2019;17:23;Tricolore;Medium Pizza;Creme Fraiche;€ 8,95;2;;€ 0,00;€ 17,90;€ 17,90;;€ 0,00;€ 17,90

Eindhoven Tongelre;Obbe Huitema;06-35312714;ObbeHuitema@cuvox.de;Doornburg 90;Eindhoven;dinsdag 11 juni 2019;Afhalen;dinsdag 11 juni 2019;18:59;Shoarma;Medium Pizza;Tomatensaus;€ 7,95;2;;€ 0,00;€ 15,90;€ 56,70;;€ 0,00;€ 56,70
;;;;;;;;;;Pollo Pomodore;Medium Cheesy Crust Pizza;Tomatensaus;€ 8,95;1;;€ 0,00;€ 10,95;;;;
;;;;;;;;;;Beenham;Large Pizza;Tomatensaus;€ 6,95;2;;€ 0,00;€ 21,90;;;;
;;;;;;;;;;Chicken Supreme;Italian Pizza;Tomatensaus;€ 6,95;1;;€ 0,00;€ 7,95;;;;

Den Haag Oude Haagweg;Gülay Ringnalda;06-77940402;GulayRingnalda@fleckens.hu;Om en Bij 167;Den Haag;donderdag 5 juli 2018;Bezorgen;donderdag 5 juli 2018;16:43;Extravaganzza;Large Pizza;Tomatensaus;€ 7,95;1;;€ 0,00;€ 11,95;€ 11,95;;€ 0,00;€ 11,95

Rotterdam Vuurplaat;Valery Feenstra;06-46290781;ValeryFeenstra@einrot.com;Groenezoom 83;Rotterdam;dinsdag 16 april 2019;Afhalen;dinsdag 16 april 2019;17:20;Americana;Large Pizza;Tomatensaus;€ 6,95;2;;€ 0,00;€ 21,90;€ 39,80;;€ 0,00;€ 39,80
;;;;;;;;;;Pollo Pomodore;Medium Pizza;Tomatensaus;€ 8,95;2;;€ 0,00;€ 17,90;;;;

Nootdorp;Majida Jongedijk;06-36458712;MajidaJongedijk@armyspy.com;Olympiadeplein 183;Gouda;donderdag 8 augustus 2019;Afhalen;donderdag 8 augustus 2019;16:01;Chicken Kebab;Large Pizza;Tomatensaus;€ 7,95;2;;€ 0,00;€ 23,90;€ 47,75;;€ 0,00;€ 47,75
;;;;;;;;;;Pollo Pomodore;Medium Pizza;Tomatensaus;€ 8,95;1;;€ 0,00;€ 8,95;;;;
;;;;;;;;;;Extravaganzza;Italian Pizza;Tomatensaus;€ 7,95;1;;€ 0,00;€ 8,95;;;;
;;;;;;;;;;Margaritha;Italian Pizza;Tomatensaus;€ 4,95;1;;€ 0,00;€ 5,95;;;;

Groningen Paterswoldseweg;Noha Koet;06-83194495;NohaKoet@superrito.com;Paramaribostraat 177;Groningen;maandag 11 september 2017;Afhalen;maandag 11 september 2017;20:30;Pollo Pomodore;Large Pizza;Tomatensaus;€ 8,95;1;;€ 0,00;€ 12,95;€ 22,90;;€ 0,00;€ 22,90
;;;;;;;;;;Bacon Gorgonzola;Italian Pizza;Tomatensaus;€ 8,95;1;;€ 0,00;€ 9,95;;;;

Weert;Jaro Loonen;06-39454498;JaroLoonen@armyspy.com;Oude Graaf 151;Weert;woensdag 25 april 2018;Afhalen;woensdag 25 april 2018;19:59;Creamy Bacon;Family XXL Pizza;Creme Fraiche;€ 7,95;1;;€ 0,00;€ 12,95;€ 28,85;;€ 0,00;€ 28,85
;;;;;;;;;;Supreme;Medium Pizza;Barbecue Saus;€ 7,95;2;;€ 0,00;€ 15,90;;;;

Tilburg Laarstraat;Nabil van den Bogaert;06-58443604;NabilvandenBogaert@einrot.com;Eikstraat 123;Tilburg;donderdag 31 augustus 2017;Bezorgen;donderdag 31 augustus 2017;20:40;Extravaganzza;Medium Pizza;Tomatensaus;€ 7,95;4;;€ 0,00;€ 31,80;€ 100,45;€ 2,- Korting op een bestelling vanaf € 25,-;€ 2,00;€ 98,45
;;;;;;;;;;BBQ Chicken Hawaii;Medium Cheesy Crust Pizza;Barbecue Saus;€ 6,95;1;;€ 0,00;€ 8,95;;;;
;;;;;;;;;;BBQ Mixed Grill;Italian Pizza;Barbecue Saus;€ 7,95;4;;€ 0,00;€ 35,80;;;;
;;;;;;;;;;Deluxe;Family XXL Pizza;Tomatensaus;€ 6,95;2;;€ 0,00;€ 23,90;;;;

Schiedam;Arslan Grootendorst;06-50538050;ArslanGrootendorst@superrito.com;Frambozengaarde 116;Schiedam;vrijdag 11 oktober 2019;Bezorgen;vrijdag 11 oktober 2019;17:45;Extravaganzza;Family XXL Pizza;Tomatensaus;€ 7,95;4;Salami, Kaas, Tonijn;€ 3,50;€ 65,80;€ 104,60;;€ 0,00;€ 104,60
;;;;;;;;;;Supreme;Large Pizza;Barbecue Saus;€ 7,95;2;;€ 0,00;€ 23,90;;;;
;;;;;;;;;;BBQ Cannibale;Italian Pizza;Barbecue Saus;€ 4,95;1;;€ 0,00;€ 5,95;;;;
;;;;;;;;;;Veggi;Medium Cheesy Crust Pizza;Tomatensaus;€ 6,95;1;;€ 0,00;€ 8,95;;;;

Zwolle;Nazlı Kan;06-67706790;NazliKan@armyspy.com;Schepenenlaan 33;Zwolle;woensdag 4 oktober 2017;Afhalen;woensdag 4 oktober 2017;18:12;Extravaganzza;Italian Pizza;Tomatensaus;€ 7,95;1;;€ 0,00;€ 8,95;€ 8,95;;€ 0,00;€ 8,95

Amsterdam Noord;Mahmut Brummer;06-64763635;MahmutBrummer@superrito.com;Koninginneweg 88;Amsterdam;woensdag 1 februari 2017;Afhalen;woensdag 1 februari 2017;17:09;Funghi;Large Pizza;Tomatensaus;€ 4,95;2;;€ 0,00;€ 17,90;€ 35,80;;€ 0,00;€ 35,80
;;;;;;;;;;Chicken Supreme;Medium Cheesy Crust Pizza;Tomatensaus;€ 6,95;2;;€ 0,00;€ 17,90;;;;

Scheveningen;Jauke Kempen;06-76190557;JaukeKempen@teleworm.us;Henry Dunantlaan 57;Middelburg;donderdag 5 juli 2018;Afhalen;donderdag 5 juli 2018;19:44;Deluxe;Large Pizza;Tomatensaus;€ 6,95;1;;€ 0,00;€ 10,95;€ 23,90;25% korting op je bestelling;€ 5,98;€ 17,93
;;;;;;;;;;Tricolore;Large Pizza;Creme Fraiche;€ 8,95;1;;€ 0,00;€ 12,95;;;;

AC Sevenum;Carmel Kerssies;06-17276959;CarmelKerssies@dayrep.com;De Donckstraat 121;Sevenum;woensdag 20 februari 2019;Bezorgen;woensdag 20 februari 2019;18:29;Salame Speciale;Medium Cheesy Crust Pizza;Tomatensaus;€ 6,95;2;;€ 0,00;€ 17,90;€ 46,75;;€ 0,00;€ 46,75
;;;;;;;;;;BBQ Chicken Hawaii;Large Pizza;Barbecue Saus;€ 6,95;1;;€ 0,00;€ 10,95;;;;
;;;;;;;;;;Chicken Supreme;Medium Pizza;Tomatensaus;€ 6,95;1;;€ 0,00;€ 6,95;;;;
;;;;;;;;;;Beenham;Large Pizza;Tomatensaus;€ 6,95;1;;€ 0,00;€ 10,95;;;;

Helmond Brandevoort;Driss Bierens;06-22595331;DrissBierens@superrito.com;Anna Bijnsstraat 129;Helmond;donderdag 11 mei 2017;Bezorgen;donderdag 11 mei 2017;18:15;Creamy Bacon;Medium Cheesy Crust Pizza;Creme Fraiche;€ 7,95;1;;€ 0,00;€ 9,95;€ 33,75;;€ 0,00;€ 33,75
;;;;;;;;;;Perfect Pepperoni;Italian Pizza;Tomatensaus;€ 4,95;4;;€ 0,00;€ 23,80;;;;

Rijswijk;Denzell van Diesen;06-52993167;DenzellvanDiesen@einrot.com;Terracottastraat 173;Rijswijk;dinsdag 28 maart 2017;Afhalen;dinsdag 28 maart 2017;20:30;BBQ Mixed Grill;Medium Pizza;Barbecue Saus;€ 7,95;4;;€ 0,00;€ 31,80;€ 61,65;25% korting op je bestelling;€ 15,41;€ 46,24
;;;;;;;;;;Funghi;Family XXL Pizza;Tomatensaus;€ 4,95;2;;€ 0,00;€ 19,90;;;;
;;;;;;;;;;Funghi;Family XXL Pizza;Tomatensaus;€ 4,95;1;;€ 0,00;€ 9,95;;;;

Oosterhout;Erwin Trompert;06-14713156;ErwinTrompert@fleckens.hu;Karveel 122;Oosterhout;zaterdag 11 maart 2017;Bezorgen;zaterdag 11 maart 2017;16:52;BBQ Mixed Grill;Large Pizza;Barbecue Saus;€ 7,95;2;;€ 0,00;€ 23,90;€ 37,35;€ 2,- Korting op een bestelling vanaf € 25,-;€ 2,00;€ 35,35
;;;;;;;;;;Margaritha;Family XXL Pizza;Tomatensaus;€ 4,95;1;Verse Tomaat, Honing Mosterdsaus, Rode Ui, Kaas;€ 3,50;€ 13,45;;;;

Leiden;Zeynep Stege;06-83140449;ZeynepStege@teleworm.us;Ambonstraat 154;Leiden;zaterdag 19 oktober 2019;Afhalen;zaterdag 19 oktober 2019;19:54;Tonno;Italian Pizza;Tomatensaus;€ 6,95;2;;€ 0,00;€ 15,90;€ 29,85;2e pizza gratis bij afhalen;€ 8,95;€ 20,90
;;;;;;;;;;Bacon Gorgonzola;Family XXL Pizza;Tomatensaus;€ 8,95;1;;€ 0,00;€ 13,95;;;;

Leiden;Sascha Lodders;06-36005671;SaschaLodders@armyspy.com;Louise de Colignystraat 105;Leiden;vrijdag 9 juni 2017;Bezorgen;vrijdag 9 juni 2017;17:54;Beenham;Large Pizza;Tomatensaus;€ 6,95;2;;€ 0,00;€ 21,90;€ 124,45;;€ 0,00;€ 124,45
;;;;;;;;;;BBQ Chicken Hawaii;Large Pizza;Barbecue Saus;€ 6,95;4;;€ 0,00;€ 43,80;;;;
;;;;;;;;;;Deluxe;Family XXL Pizza;Tomatensaus;€ 6,95;4;;€ 0,00;€ 47,80;;;;
;;;;;;;;;;Pollo Pomodore;Italian Pizza;Tomatensaus;€ 8,95;1;Kip;€ 1,00;€ 10,95;;;;

Utrecht Adelaarstraat;Lennert Thalen;06-32287703;LennertThalen@einrot.com;Balderikstraat 195;Utrecht;donderdag 13 april 2017;Afhalen;donderdag 13 april 2017;16:15;BBQ Cannibale;Family XXL Pizza;Barbecue Saus;€ 4,95;2;;€ 0,00;€ 19,90;€ 19,90;;€ 0,00;€ 19,90

Rijswijk;Kornelia Zwolle;06-72658046;KorneliaZwolle@gustr.com;Herenstraat 170;Rijswijk;zaterdag 17 augustus 2019;Bezorgen;zaterdag 17 augustus 2019;16:38;Bacon Gorgonzola;Italian Pizza;Tomatensaus;€ 8,95;1;;€ 0,00;€ 9,95;€ 53,75;;€ 0,00;€ 53,75
;;;;;;;;;;Supreme;Large Pizza;Barbecue Saus;€ 7,95;1;;€ 0,00;€ 11,95;;;;
;;;;;;;;;;Salame Speciale;Large Pizza;Tomatensaus;€ 6,95;2;;€ 0,00;€ 21,90;;;;
;;;;;;;;;;Chicken Kebab;Medium Cheesy Crust Pizza;Tomatensaus;€ 7,95;1;;€ 0,00;€ 9,95;;;;

Zwolle;Moises Gielen;06-11037099;MoisesGielen@jourrapide.com;De Ruyterstraat 118;Zwolle;zaterdag 23 maart 2019;Bezorgen;zaterdag 23 maart 2019;19:03;BBQ Mixed Grill;Italian Pizza;Barbecue Saus;€ 7,95;2;;€ 0,00;€ 17,90;€ 25,85;;€ 0,00;€ 25,85
;;;;;;;;;;Extravaganzza;Medium Pizza;Tomatensaus;€ 7,95;1;;€ 0,00;€ 7,95;;;;

AC Sevenum;Mas Azizi;06-26592517;MasAzizi@jourrapide.com;Driekooienweg 186;Evertsoord;zaterdag 31 augustus 2019;Afhalen;zaterdag 31 augustus 2019;18:52;Tonno;Family XXL Pizza;Tomatensaus;€ 6,95;2;;€ 0,00;€ 23,90;€ 32,85;;€ 0,00;€ 32,85
;;;;;;;;;;Americana;Medium Cheesy Crust Pizza;Tomatensaus;€ 6,95;1;;€ 0,00;€ 8,95;;;;

Leidschendam;Konrad Martina;06-29441115;KonradMartina@einrot.com;Hazelaarlaan 182;Leidschendam;woensdag 2 mei 2018;Bezorgen;woensdag 2 mei 2018;18:47;Creamy Bacon;Large Pizza;Creme Fraiche;€ 7,95;2;;€ 0,00;€ 23,90;€ 23,90;;€ 0,00;€ 23,90

Ridderkerk;Germaine Truijens;06-33726920;GermaineTruijens@fleckens.hu;Sweelinckstraat 157;Ridderkerk;zondag 7 april 2019;Afhalen;zondag 7 april 2019;17:37;Extravaganzza;Medium Pizza;Tomatensaus;€ 7,95;2;;€ 0,00;€ 15,90;€ 29,80;;€ 0,00;€ 29,80
;;;;;;;;;;Salame Speciale;Medium Pizza;Tomatensaus;€ 6,95;2;;€ 0,00;€ 13,90;;;;

Schiedam;Dario Ebbinge;06-98157115;DarioEbbinge@armyspy.com;François Haverschmidtlaan 47;Schiedam;maandag 6 augustus 2018;Afhalen;maandag 6 augustus 2018;18:51;Veggi;Medium Pizza;Tomatensaus;€ 6,95;2;;€ 0,00;€ 13,90;€ 36,75;;€ 0,00;€ 36,75
;;;;;;;;;;BBQ Chicken Hawaii;Medium Pizza;Barbecue Saus;€ 6,95;2;;€ 0,00;€ 13,90;;;;
;;;;;;;;;;Bacon Gorgonzola;Medium Pizza;Tomatensaus;€ 8,95;1;;€ 0,00;€ 8,95;;;;

Wageningen;Arian Quaak;06-20530782;ArianQuaak@superrito.com;Englaan 82;Wageningen;maandag 3 juli 2017;Bezorgen;maandag 3 juli 2017;16:07;Perfect Pepperoni;Large Pizza;Tomatensaus;€ 4,95;2;;€ 0,00;€ 17,90;€ 101,50;;€ 0,00;€ 101,50
;;;;;;;;;;Chicken Kebab;Family XXL Pizza;Tomatensaus;€ 7,95;2;;€ 0,00;€ 25,90;;;;
;;;;;;;;;;BBQ Cannibale;Family XXL Pizza;Barbecue Saus;€ 4,95;4;;€ 0,00;€ 39,80;;;;
;;;;;;;;;;Pollo Pomodore;Medium Pizza;Tomatensaus;€ 8,95;2;;€ 0,00;€ 17,90;;;;

Leiden;Halime Moerenhout;06-35009719;HalimeMoerenhout@einrot.com;Schuttersveld 72;Leiden;vrijdag 19 mei 2017;Afhalen;vrijdag 19 mei 2017;17:37;Four Cheese;Large Pizza;Tomatensaus;€ 7,95;1;;€ 0,00;€ 11,95;€ 19,90;25% korting op je bestelling;€ 4,98;€ 14,93
;;;;;;;;;;Chicken Kebab;Medium Pizza;Tomatensaus;€ 7,95;1;;€ 0,00;€ 7,95;;;;

Waalwijk;Dick Coolen;06-86621425;DickCoolen@gustr.com;Goudplevier 92;Waspik;zondag 16 april 2017;Bezorgen;zondag 16 april 2017;17:54;Shoarma;Family XXL Pizza;Tomatensaus;€ 7,95;2;;€ 0,00;€ 25,90;€ 59,70;;€ 0,00;€ 59,70
;;;;;;;;;;Chicken Kebab;Italian Pizza;Tomatensaus;€ 7,95;1;;€ 0,00;€ 8,95;;;;
;;;;;;;;;;Beenham;Italian Pizza;Tomatensaus;€ 6,95;2;;€ 0,00;€ 15,90;;;;
;;;;;;;;;;Hot & Spicy;Medium Cheesy Crust Pizza;Tomatensaus;€ 6,95;1;;€ 0,00;€ 8,95;;;;

Amersfoort Vathorst;Sedef Hemmes;06-39898415;SedefHemmes@dayrep.com;Waarwijckstraat 20;Amersfoort;woensdag 10 mei 2017;Afhalen;woensdag 10 mei 2017;18:09;Creamy Bacon;Italian Pizza;Creme Fraiche;€ 7,95;2;;€ 0,00;€ 17,90;€ 59,70;3e pizza gratis bij bezorgen;€ 0,00;€ 59,70
;;;;;;;;;;Creamy Bacon;Medium Cheesy Crust Pizza;Creme Fraiche;€ 7,95;2;;€ 0,00;€ 19,90;;;;
;;;;;;;;;;Veggi;Large Pizza;Tomatensaus;€ 6,95;2;;€ 0,00;€ 21,90;;;;

AC Sevenum;Amke Akse;06-83264177;AmkeAkse@fleckens.hu;Driekooienweg 48;Evertsoord;dinsdag 27 juni 2017;Afhalen;dinsdag 27 juni 2017;19:49;Extravaganzza;Medium Pizza;Tomatensaus;€ 7,95;1;;€ 0,00;€ 7,95;€ 34,80;;€ 0,00;€ 34,80
;;;;;;;;;;BBQ Chicken Hawaii;Medium Pizza;Barbecue Saus;€ 6,95;1;;€ 0,00;€ 6,95;;;;
;;;;;;;;;;Hot & Spicy;Large Pizza;Tomatensaus;€ 6,95;1;;€ 0,00;€ 10,95;;;;
;;;;;;;;;;Extravaganzza;Italian Pizza;Tomatensaus;€ 7,95;1;;€ 0,00;€ 8,95;;;;

Lelystad;Talia van der Rijt;06-78782941;TaliavanderRijt@teleworm.us;Lindelaan 177;Lelystad;zaterdag 6 oktober 2018;Afhalen;zaterdag 6 oktober 2018;17:58;Chicken Supreme;Large Pizza;Tomatensaus;€ 6,95;2;;€ 0,00;€ 21,90;€ 60,70;;€ 0,00;€ 60,70
;;;;;;;;;;Extravaganzza;Large Pizza;Tomatensaus;€ 7,95;1;;€ 0,00;€ 11,95;;;;
