Mario bestellingen

Let op! De vermelde prijzen zijn de prijzen ten tijde van de bestelling

Winkelnaam;Klantnaam;TelefoonNr;Email;Adres;Woonplaats;Besteldatum;AfleverType;AfleverDatum;AfleverMoment;Product;PizzaBodem;PizzaSaus;Prijs;Aantal;Extra Ingrediënten;Prijs Extra Ingrediënten;Regelprijs;Totaalprijs;Gebruikte Coupon;Coupon Korting;Te Betalen
;;;;;;;;;;Tricolore;Large Pizza;Creme Fraiche;€ 8,95;1;;€ 0,00;€ 12,95;;;;
;;;;;;;;;;Veggi;Medium Pizza;Tomatensaus;€ 6,95;1;;€ 0,00;€ 6,95;;;;

Rotterdam Noord;Jadon Nederstigt;06-85219760;JadonNederstigt@jourrapide.com;Tagoreplaats 165;Rotterdam;maandag 16 juli 2018;Afhalen;maandag 16 juli 2018;19:03;Chicken Supreme;Italian Pizza;Tomatensaus;€ 6,95;2;;€ 0,00;€ 15,90;€ 15,90;;€ 0,00;€ 15,90

Den Bosch Empel;Soukayna Selier;06-81425149;SoukaynaSelier@superrito.com;Hildebrandstraat 186;Rosmalen;woensdag 26 april 2017;Bezorgen;woensdag 26 april 2017;17:28;Hot & Spicy;Family XXL Pizza;Tomatensaus;€ 6,95;1;;€ 0,00;€ 11,95;€ 11,95;;€ 0,00;€ 11,95

Wijchen;Rudolph Banga;06-66675956;RudolphBanga@einrot.com;Marktpad 187;Wijchen;woensdag 9 oktober 2019;Bezorgen;woensdag 9 oktober 2019;18:44;Funghi;Medium Pizza;Tomatensaus;€ 4,95;2;;€ 0,00;€ 9,90;€ 22,35;;€ 0,00;€ 22,35
;;;;;;;;;;Chicken Kebab;Medium Pizza;Tomatensaus;€ 7,95;1;Bacon, Tonijn, Tonijn, Honing Mosterdsaus;€ 4,50;€ 12,45;;;;

Eindhoven Gestel;Eeuwe Marcus;06-12809035;EeuweMarcus@dayrep.com;Bergen op Zoomstraat 167;Eindhoven;donderdag 26 juli 2018;Bezorgen;donderdag 26 juli 2018;16:41;Shoarma;Italian Pizza;Tomatensaus;€ 7,95;1;;€ 0,00;€ 8,95;€ 67,60;;€ 0,00;€ 67,60
;;;;;;;;;;Veggi;Medium Cheesy Crust Pizza;Tomatensaus;€ 6,95;4;;€ 0,00;€ 35,80;;;;
;;;;;;;;;;BBQ Chicken Hawaii;Italian Pizza;Barbecue Saus;€ 6,95;2;;€ 0,00;€ 15,90;;;;
;;;;;;;;;;Funghi;Medium Cheesy Crust Pizza;Tomatensaus;€ 4,95;1;;€ 0,00;€ 6,95;;;;

Enschede;Leonardo Tang;06-90864264;LeonardoTang@rhyta.com;Eekmaatlaan 134;Enschede;zondag 11 juni 2017;Bezorgen;zondag 11 juni 2017;17:17;BBQ Cannibale;Medium Cheesy Crust Pizza;Barbecue Saus;€ 4,95;1;;€ 0,00;€ 6,95;€ 58,75;;€ 0,00;€ 58,75
;;;;;;;;;;Pollo Pomodore;Large Pizza;Tomatensaus;€ 8,95;4;;€ 0,00;€ 51,80;;;;

Zwolle;Gerry Hollaar;06-35805947;GerryHollaar@superrito.com;Waver 180;Zwolle;vrijdag 23 februari 2018;Bezorgen;vrijdag 23 februari 2018;16:39;BBQ Chicken Hawaii;Medium Pizza;Barbecue Saus;€ 6,95;1;;€ 0,00;€ 6,95;€ 46,75;;€ 0,00;€ 46,75
;;;;;;;;;;Tricolore;Family XXL Pizza;Creme Fraiche;€ 8,95;2;;€ 0,00;€ 27,90;;;;
;;;;;;;;;;Caprese;Medium Pizza;Tomatensaus;€ 4,95;1;;€ 0,00;€ 4,95;;;;
;;;;;;;;;;BBQ Chicken Hawaii;Medium Pizza;Barbecue Saus;€ 6,95;1;;€ 0,00;€ 6,95;;;;

Capelle a/d Yssel;Mientje Popken;06-26453813;MientjePopken@gustr.com;Burgemeester Schalijlaan 25;Capelle aan den IJssel;maandag 24 september 2018;Afhalen;maandag 24 september 2018;16:54;Creamy Bacon;Medium Pizza;Creme Fraiche;€ 7,95;2;;€ 0,00;€ 15,90;€ 15,90;;€ 0,00;€ 15,90

Hoogezand;Rita van Boggelen;06-59322214;RitavanBoggelen@teleworm.us;Burgemeester Lambooylaan 126;Hilversum;zaterdag 8 juni 2019;Afhalen;zaterdag 8 juni 2019;16:21;Bacon Gorgonzola;Italian Pizza;Tomatensaus;€ 8,95;1;;€ 0,00;€ 9,95;€ 9,95;;€ 0,00;€ 9,95

Almelo;Vienna Mercera;06-85334563;ViennaMercera@fleckens.hu;Nijreesweg 73;Almelo;dinsdag 4 juni 2019;Bezorgen;dinsdag 4 juni 2019;20:11;Margaritha;Medium Pizza;Tomatensaus;€ 4,95;1;;€ 0,00;€ 4,95;€ 52,75;3e pizza gratis bij bezorgen;€ 0,00;€ 52,75
;;;;;;;;;;BBQ Chicken Hawaii;Family XXL Pizza;Barbecue Saus;€ 6,95;4;;€ 0,00;€ 47,80;;;;

Oosterhout;Jurrian Nauta;06-36708538;JurrianNauta@rhyta.com;Victor Slingelandstraat 141;Oosterhout;zondag 18 maart 2018;Afhalen;zondag 18 maart 2018;18:32;Tonno;Italian Pizza;Tomatensaus;€ 6,95;1;;€ 0,00;€ 7,95;€ 60,65;;€ 0,00;€ 60,65
;;;;;;;;;;Chicken Supreme;Medium Pizza;Tomatensaus;€ 6,95;2;;€ 0,00;€ 13,90;;;;
;;;;;;;;;;Four Cheese;Medium Pizza;Tomatensaus;€ 7,95;2;Kaasmix;€ 1,50;€ 18,90;;;;
;;;;;;;;;;Supreme;Medium Cheesy Crust Pizza;Barbecue Saus;€ 7,95;2;;€ 0,00;€ 19,90;;;;

Spijkenisse;Damien van der Laan;06-96475785;DamienvanderLaan@cuvox.de;Schaduwgras 175;Spijkenisse;zaterdag 5 augustus 2017;Afhalen;zaterdag 5 augustus 2017;20:00;Pollo Pomodore;Medium Pizza;Tomatensaus;€ 8,95;1;;€ 0,00;€ 8,95;€ 38,80;;€ 0,00;€ 38,80
;;;;;;;;;;Margaritha;Family XXL Pizza;Tomatensaus;€ 4,95;1;;€ 0,00;€ 9,95;;;;
;;;;;;;;;;Tonno;Italian Pizza;Tomatensaus;€ 6,95;1;;€ 0,00;€ 7,95;;;;
;;;;;;;;;;BBQ Chicken Hawaii;Italian Pizza;Barbecue Saus;€ 6,95;1;Tonijn, Rode Ui, Honing Mosterdsaus, Salami;€ 4,00;€ 11,95;;;;

Assen;Duc Cnossen;06-94649103;DucCnossen@cuvox.de;Stadhouderslaan 58;Assen;dinsdag 12 november 2019;Bezorgen;dinsdag 12 november 2019;17:15;Veggi;Large Pizza;Tomatensaus;€ 6,95;1;;€ 0,00;€ 10,95;€ 18,90;;€ 0,00;€ 18,90
;;;;;;;;;;Four Cheese;Medium Pizza;Tomatensaus;€ 7,95;1;;€ 0,00;€ 7,95;;;;

Rotterdam Vuurplaat;Stefanie Douven;06-67068206;StefanieDouven@rhyta.com;Gaffeldwarsstraat 94;Rotterdam;zondag 17 maart 2019;Afhalen;zondag 17 maart 2019;16:05;Shoarma;Family XXL Pizza;Tomatensaus;€ 7,95;2;;€ 0,00;€ 25,90;€ 67,70;;€ 0,00;€ 67,70
;;;;;;;;;;BBQ Mixed Grill;Medium Cheesy Crust Pizza;Barbecue Saus;€ 7,95;1;;€ 0,00;€ 9,95;;;;
;;;;;;;;;;Perfect Pepperoni;Family XXL Pizza;Tomatensaus;€ 4,95;2;;€ 0,00;€ 19,90;;;;
;;;;;;;;;;Shoarma;Large Pizza;Tomatensaus;€ 7,95;1;;€ 0,00;€ 11,95;;;;

Rotterdam Hoogvliet;Ronja van Lente;06-70116199;RonjavanLente@einrot.com;Zilverdistel 49;Rotterdam;dinsdag 12 februari 2019;Bezorgen;dinsdag 12 februari 2019;19:55;BBQ Mixed Grill;Family XXL Pizza;Barbecue Saus;€ 7,95;1;;€ 0,00;€ 12,95;€ 96,55;;€ 0,00;€ 96,55
;;;;;;;;;;Chicken Kebab;Italian Pizza;Tomatensaus;€ 7,95;4;;€ 0,00;€ 35,80;;;;
;;;;;;;;;;Chicken Supreme;Family XXL Pizza;Tomatensaus;€ 6,95;2;;€ 0,00;€ 23,90;;;;
;;;;;;;;;;Extravaganzza;Large Pizza;Tomatensaus;€ 7,95;2;;€ 0,00;€ 23,90;;;;

Delfzijl;Danny Murk;06-93117946;DannyMurk@fleckens.hu;Horsbornplaat 27;Delfzijl;dinsdag 24 oktober 2017;Afhalen;dinsdag 24 oktober 2017;19:43;Extravaganzza;Family XXL Pizza;Tomatensaus;€ 7,95;1;;€ 0,00;€ 12,95;€ 21,90;;€ 0,00;€ 21,90
;;;;;;;;;;BBQ Chicken Hawaii;Medium Cheesy Crust Pizza;Barbecue Saus;€ 6,95;1;;€ 0,00;€ 8,95;;;;

Oosterhout;Jord van Stee;06-79693676;JordvanStee@rhyta.com;Alsemhof 122;Oosterhout;woensdag 25 januari 2017;Bezorgen;woensdag 25 januari 2017;17:36;BBQ Cannibale;Medium Cheesy Crust Pizza;Barbecue Saus;€ 4,95;1;;€ 0,00;€ 6,95;€ 30,85;3e pizza gratis bij bezorgen;€ 0,00;€ 30,85
;;;;;;;;;;Four Cheese;Large Pizza;Tomatensaus;€ 7,95;2;;€ 0,00;€ 23,90;;;;

Delfzijl;Foppe van Lent;06-25340833;FoppevanLent@teleworm.us;Hoofdweg 24;Wagenborgen;maandag 23 december 2019;Bezorgen;maandag 23 december 2019;16:41;Deluxe;Large Pizza;Tomatensaus;€ 6,95;1;;€ 0,00;€ 10,95;€ 10,95;€ 2,- Korting op een bestelling vanaf € 25,-;€ 0,00;€ 10,95

Goes;Marine Baaijens;06-31097528;MarineBaaijens@armyspy.com;Noorddijk 195;Wolphaartsdijk;dinsdag 20 augustus 2019;Afhalen;dinsdag 20 augustus 2019;16:35;Caprese;Italian Pizza;Tomatensaus;€ 4,95;1;;€ 0,00;€ 5,95;€ 5,95;;€ 0,00;€ 5,95

Leeuwarden;Evaline Joling;06-59353783;EvalineJoling@teleworm.us;Feddemastate 74;Leeuwarden;maandag 2 januari 2017;Afhalen;maandag 2 januari 2017;18:44;BBQ Mixed Grill;Medium Pizza;Barbecue Saus;€ 7,95;1;;€ 0,00;€ 7,95;€ 14,90;€ 2,- Korting op een bestelling vanaf € 25,-;€ 0,00;€ 14,90
;;;;;;;;;;BBQ Cannibale;Medium Cheesy Crust Pizza;Barbecue Saus;€ 4,95;1;;€ 0,00;€ 6,95;;;;

Rotterdam Mariniersweg;Jan-Willem Tak;06-59125490;Jan-WillemTak@dayrep.com;Meidoornsingel 140;Rotterdam;zondag 29 juli 2018;Bezorgen;zondag 29 juli 2018;20:42;Salame Speciale;Medium Cheesy Crust Pizza;Tomatensaus;€ 6,95;1;;€ 0,00;€ 8,95;€ 18,90;3e pizza gratis bij bezorgen;€ 0,00;€ 18,90
;;;;;;;;;;Extravaganzza;Medium Cheesy Crust Pizza;Tomatensaus;€ 7,95;1;;€ 0,00;€ 9,95;;;;

Nijmegen;Luisa Loeve;06-64864511;LuisaLoeve@einrot.com;Laauwikstraat 88;Lent;vrijdag 23 november 2018;Bezorgen;vrijdag 23 november 2018;19:13;Hot & Spicy;Large Pizza;Tomatensaus;€ 6,95;2;;€ 0,00;€ 21,90;€ 31,85;;€ 0,00;€ 31,85
;;;;;;;;;;Funghi;Family XXL Pizza;Tomatensaus;€ 4,95;1;;€ 0,00;€ 9,95;;;;

Breda Kesterenlaan;Aleksandra Moons;06-68449112;AleksandraMoons@armyspy.com;Gooren 156;Breda;zondag 14 april 2019;Afhalen;zondag 14 april 2019;16:23;Pollo Pomodore;Medium Cheesy Crust Pizza;Tomatensaus;€ 8,95;1;;€ 0,00;€ 10,95;€ 56,75;;€ 0,00;€ 56,75
;;;;;;;;;;Hot & Spicy;Medium Pizza;Tomatensaus;€ 6,95;1;;€ 0,00;€ 6,95;;;;
;;;;;;;;;;Shoarma;Family XXL Pizza;Tomatensaus;€ 7,95;2;;€ 0,00;€ 25,90;;;;
;;;;;;;;;;Extravaganzza;Family XXL Pizza;Tomatensaus;€ 7,95;1;;€ 0,00;€ 12,95;;;;

Drachten;Anandi Polfliet;06-29924577;AnandiPolfliet@fleckens.hu;Hendriklaan 158;Roermond;donderdag 30 augustus 2018;Bezorgen;donderdag 30 augustus 2018;18:52;Chicken Supreme;Italian Pizza;Tomatensaus;€ 6,95;2;;€ 0,00;€ 15,90;€ 15,90;;€ 0,00;€ 15,90

Nootdorp;Hannes van Enckevort;06-23766819;HannesvanEnckevort@fleckens.hu;Dorpsstraat 128;Renkum;maandag 15 januari 2018;Bezorgen;maandag 15 januari 2018;19:23;Pollo Pomodore;Large Pizza;Tomatensaus;€ 8,95;4;Geitenkaas, Honing Mosterdsaus;€ 1,50;€ 57,80;€ 71,70;25% korting op je bestelling;€ 17,93;€ 53,78
;;;;;;;;;;Hot & Spicy;Medium Pizza;Tomatensaus;€ 6,95;2;;€ 0,00;€ 13,90;;;;

Delft Papsouwselaan;Jilke Worm;06-65128063;JilkeWorm@einrot.com;Raam 35;Delft;dinsdag 27 augustus 2019;Bezorgen;dinsdag 27 augustus 2019;16:49;Shoarma;Medium Pizza;Tomatensaus;€ 7,95;1;Kaas, Kaas, Salami, Ananas;€ 4,00;€ 11,95;€ 89,65;;€ 0,00;€ 89,65
;;;;;;;;;;Bacon Gorgonzola;Large Pizza;Tomatensaus;€ 8,95;1;Shoarma, Kaasmix, Paprikamix, Pepperoni;€ 5,00;€ 17,95;;;;
;;;;;;;;;;Supreme;Family XXL Pizza;Barbecue Saus;€ 7,95;4;;€ 0,00;€ 51,80;;;;
;;;;;;;;;;Hot & Spicy;Italian Pizza;Tomatensaus;€ 6,95;1;;€ 0,00;€ 7,95;;;;

Assen;Hanne Jenniskens;06-22409553;HanneJenniskens@teleworm.us;Obrechtlaan 190;Assen;zondag 16 april 2017;Afhalen;zondag 16 april 2017;17:36;Tricolore;Italian Pizza;Creme Fraiche;€ 8,95;1;;€ 0,00;€ 9,95;€ 9,95;;€ 0,00;€ 9,95

Wijchen;Yamna Oostra;06-48885281;YamnaOostra@armyspy.com;Polshof 116;Batenburg;dinsdag 23 januari 2018;Bezorgen;dinsdag 23 januari 2018;17:33;Four Cheese;Medium Cheesy Crust Pizza;Tomatensaus;€ 7,95;1;;€ 0,00;€ 9,95;€ 19,90;;€ 0,00;€ 19,90
;;;;;;;;;;Supreme;Medium Cheesy Crust Pizza;Barbecue Saus;€ 7,95;1;;€ 0,00;€ 9,95;;;;

Ridderkerk;Chaira Boks;06-13307423;ChairaBoks@einrot.com;Sophiastraat 71;Ridderkerk;dinsdag 8 mei 2018;Afhalen;dinsdag 8 mei 2018;18:25;Perfect Pepperoni;Medium Cheesy Crust Pizza;Tomatensaus;€ 4,95;1;Salami, Rode Ui, Merguez, Salami;€ 4,00;€ 10,95;€ 42,75;;€ 0,00;€ 42,75
;;;;;;;;;;BBQ Mixed Grill;Medium Pizza;Barbecue Saus;€ 7,95;4;;€ 0,00;€ 31,80;;;;

Breda Graaf Hendrik III Plein;Ashwin Speijer;06-72073744;AshwinSpeijer@fleckens.hu;Bergakker 159;Breda;maandag 10 juli 2017;Afhalen;maandag 10 juli 2017;17:10;Perfect Pepperoni;Large Pizza;Tomatensaus;€ 4,95;2;;€ 0,00;€ 17,90;€ 17,90;;€ 0,00;€ 17,90

Breda Kesterenlaan;Collin Eisma;06-42305094;CollinEisma@fleckens.hu;Bernard de Wildestraat 147;Breda;zaterdag 20 mei 2017;Afhalen;zaterdag 20 mei 2017;17:00;Salame Speciale;Large Pizza;Tomatensaus;€ 6,95;2;;€ 0,00;€ 21,90;€ 29,85;;€ 0,00;€ 29,85
;;;;;;;;;;Deluxe;Italian Pizza;Tomatensaus;€ 6,95;1;;€ 0,00;€ 7,95;;;;

Almere Buiten;Levy Verhoeff;06-65636333;LevyVerhoeff@einrot.com;Mahoniestraat 69;Almere;vrijdag 3 augustus 2018;Afhalen;vrijdag 3 augustus 2018;17:38;Tonno;Italian Pizza;Tomatensaus;€ 6,95;1;;€ 0,00;€ 7,95;€ 7,95;;€ 0,00;€ 7,95

Alphen aan den Rijn;Bettina Sturkenboom;06-96336384;BettinaSturkenboom@gustr.com;Hugo de Grootstraat 71;Alphen aan den Rijn;vrijdag 22 maart 2019;Bezorgen;vrijdag 22 maart 2019;16:48;Four Cheese;Large Pizza;Tomatensaus;€ 7,95;1;;€ 0,00;€ 11,95;€ 69,65;€ 2,- Korting op een bestelling vanaf € 25,-;€ 2,00;€ 67,65
;;;;;;;;;;Shoarma;Italian Pizza;Tomatensaus;€ 7,95;2;;€ 0,00;€ 17,90;;;;
;;;;;;;;;;Salame Speciale;Large Pizza;Tomatensaus;€ 6,95;2;;€ 0,00;€ 21,90;;;;
;;;;;;;;;;Tonno;Medium Cheesy Crust Pizza;Tomatensaus;€ 6,95;2;;€ 0,00;€ 17,90;;;;

Helmond;Dilek Bens;06-22771801;DilekBens@dayrep.com;Van Ommerenstraat 71;Helmond;zaterdag 20 juli 2019;Afhalen;zaterdag 20 juli 2019;19:03;Pollo Pomodore;Medium Pizza;Tomatensaus;€ 8,95;1;;€ 0,00;€ 8,95;€ 76,70;;€ 0,00;€ 76,70
;;;;;;;;;;Creamy Bacon;Family XXL Pizza;Creme Fraiche;€ 7,95;2;;€ 0,00;€ 25,90;;;;
;;;;;;;;;;Salame Speciale;Medium Pizza;Tomatensaus;€ 6,95;1;;€ 0,00;€ 6,95;;;;
;;;;;;;;;;Tonno;Large Pizza;Tomatensaus;€ 6,95;2;Chicken Kebab, Tonijn, Chicken Kebab, Verse Tomaat;€ 6,50;€ 34,90;;;;

Breda Graaf Hendrik III Plein;Nijs Gielkens;06-63839257;NijsGielkens@fleckens.hu;Jan Darkennisstraat 180;Breda;woensdag 6 december 2017;Bezorgen;woensdag 6 december 2017;16:17;Americana;Large Pizza;Tomatensaus;€ 6,95;1;;€ 0,00;€ 10,95;€ 92,60;25% korting op je bestelling;€ 23,15;€ 69,45
;;;;;;;;;;Supreme;Medium Pizza;Barbecue Saus;€ 7,95;1;;€ 0,00;€ 7,95;;;;
;;;;;;;;;;Supreme;Italian Pizza;Barbecue Saus;€ 7,95;2;;€ 0,00;€ 17,90;;;;
;;;;;;;;;;Bacon Gorgonzola;Family XXL Pizza;Tomatensaus;€ 8,95;4;;€ 0,00;€ 55,80;;;;

Tiel;Alexandros Gielkens;06-64151621;AlexandrosGielkens@rhyta.com;Molenstraatje 109;Tiel;vrijdag 29 september 2017;Afhalen;vrijdag 29 september 2017;16:04;Beenham;Family XXL Pizza;Tomatensaus;€ 6,95;2;;€ 0,00;€ 23,90;€ 62,70;;€ 0,00;€ 62,70
;;;;;;;;;;BBQ Cannibale;Large Pizza;Barbecue Saus;€ 4,95;2;;€ 0,00;€ 17,90;;;;
;;;;;;;;;;Chicken Supreme;Medium Pizza;Tomatensaus;€ 6,95;1;;€ 0,00;€ 6,95;;;;
;;;;;;;;;;Bacon Gorgonzola;Family XXL Pizza;Tomatensaus;€ 8,95;1;;€ 0,00;€ 13,95;;;;

Den Haag Torenstraat;Katja den Bakker;06-61901945;KatjadenBakker@rhyta.com;De Hontstraat 149;Axel;vrijdag 21 december 2018;Afhalen;vrijdag 21 december 2018;17:19;Four Cheese;Italian Pizza;Tomatensaus;€ 7,95;2;;€ 0,00;€ 17,90;€ 87,55;;€ 0,00;€ 87,55
;;;;;;;;;;Deluxe;Medium Cheesy Crust Pizza;Tomatensaus;€ 6,95;2;;€ 0,00;€ 17,90;;;;
;;;;;;;;;;Margaritha;Family XXL Pizza;Tomatensaus;€ 4,95;4;;€ 0,00;€ 39,80;;;;
;;;;;;;;;;Hawaii;Family XXL Pizza;Tomatensaus;€ 6,95;1;;€ 0,00;€ 11,95;;;;

Etten Leur;Yaniek Hiwat;06-71592694;YaniekHiwat@dayrep.com;Torenvalk 57;Etten-Leur;vrijdag 28 september 2018;Afhalen;vrijdag 28 september 2018;17:38;Perfect Pepperoni;Family XXL Pizza;Tomatensaus;€ 4,95;1;;€ 0,00;€ 9,95;€ 71,65;;€ 0,00;€ 71,65
;;;;;;;;;;BBQ Mixed Grill;Large Pizza;Barbecue Saus;€ 7,95;4;;€ 0,00;€ 47,80;;;;
;;;;;;;;;;Hawaii;Medium Cheesy Crust Pizza;Tomatensaus;€ 6,95;1;;€ 0,00;€ 8,95;;;;
;;;;;;;;;;Funghi;Medium Pizza;Tomatensaus;€ 4,95;1;;€ 0,00;€ 4,95;;;;

Utrecht Adelaarstraat;Ediz Beverloo;06-32478236;EdizBeverloo@fleckens.hu;Biltstraat 117;Utrecht;woensdag 14 februari 2018;Bezorgen;woensdag 14 februari 2018;17:14;Four Cheese;Medium Pizza;Tomatensaus;€ 7,95;2;;€ 0,00;€ 15,90;€ 26,85;;€ 0,00;€ 26,85
;;;;;;;;;;Tricolore;Medium Cheesy Crust Pizza;Creme Fraiche;€ 8,95;1;;€ 0,00;€ 10,95;;;;

Leiden;Jodi Uslu;06-64031244;JodiUslu@cuvox.de;Hoge Morsweg 55;Leiden;zondag 4 maart 2018;Bezorgen;zondag 4 maart 2018;20:25;Margaritha;Medium Cheesy Crust Pizza;Tomatensaus;€ 4,95;2;;€ 0,00;€ 13,90;€ 13,90;€ 2,- Korting op een bestelling vanaf € 25,-;€ 0,00;€ 13,90

Zwolle Bachplein;Wilhelmus Rood;06-71452282;WilhelmusRood@fleckens.hu;Nieuwe Deventerweg 168;Zwolle;zondag 31 december 2017;Afhalen;zondag 31 december 2017;20:12;Salame Speciale;Large Pizza;Tomatensaus;€ 6,95;2;;€ 0,00;€ 21,90;€ 37,80;;€ 0,00;€ 37,80
;;;;;;;;;;Salame Speciale;Italian Pizza;Tomatensaus;€ 6,95;2;;€ 0,00;€ 15,90;;;;

Oss;Sunil van der Zaag;06-80740051;SunilvanderZaag@gustr.com;Dasseburcht 197;Oss;vrijdag 14 juli 2017;Bezorgen;vrijdag 14 juli 2017;19:34;Chicken Supreme;Medium Cheesy Crust Pizza;Tomatensaus;€ 6,95;1;;€ 0,00;€ 8,95;€ 8,95;;€ 0,00;€ 8,95

Osdorp;Leeroy Somers;06-51418583;LeeroySomers@superrito.com;Kerketuin 89;Zwaag;dinsdag 6 augustus 2019;Bezorgen;dinsdag 6 augustus 2019;16:37;Funghi;Medium Pizza;Tomatensaus;€ 4,95;1;;€ 0,00;€ 4,95;€ 4,95;;€ 0,00;€ 4,95

Diemen;Fedde Spel;06-46061343;FeddeSpel@gustr.com;Acaciastede 10;Diemen;maandag 17 december 2018;Afhalen;maandag 17 december 2018;17:00;Perfect Pepperoni;Italian Pizza;Tomatensaus;€ 4,95;1;;€ 0,00;€ 5,95;€ 41,75;€ 2,- Korting op een bestelling vanaf € 25,-;€ 2,00;€ 39,75
;;;;;;;;;;Pollo Pomodore;Italian Pizza;Tomatensaus;€ 8,95;2;;€ 0,00;€ 19,90;;;;
;;;;;;;;;;BBQ Cannibale;Medium Cheesy Crust Pizza;Barbecue Saus;€ 4,95;1;;€ 0,00;€ 6,95;;;;
;;;;;;;;;;Chicken Kebab;Italian Pizza;Tomatensaus;€ 7,95;1;;€ 0,00;€ 8,95;;;;

Hengelo;Gera Alberda;06-60764203;GeraAlberda@cuvox.de;Dreef 112;Hengelo;woensdag 1 maart 2017;Bezorgen;woensdag 1 maart 2017;16:59;Creamy Bacon;Medium Cheesy Crust Pizza;Creme Fraiche;€ 7,95;1;;€ 0,00;€ 9,95;€ 9,95;3e pizza gratis bij bezorgen;€ 0,00;€ 9,95

Spijkenisse;Souhayla Neijenhuis;06-29708620;SouhaylaNeijenhuis@fleckens.hu;Michiel Adriaenszoon de Ruijterstraat 113;Spijkenisse;vrijdag 27 september 2019;Bezorgen;vrijdag 27 september 2019;19:48;Funghi;Large Pizza;Tomatensaus;€ 4,95;1;;€ 0,00;€ 8,95;€ 20,90;;€ 0,00;€ 20,90
;;;;;;;;;;Americana;Family XXL Pizza;Tomatensaus;€ 6,95;1;;€ 0,00;€ 11,95;;;;

Breda Kesterenlaan;Pomme Poel;06-50591360;PommePoel@armyspy.com;Hobokenstraat 125;Breda;woensdag 12 juli 2017;Afhalen;woensdag 12 juli 2017;17:45;Tricolore;Italian Pizza;Creme Fraiche;€ 8,95;1;;€ 0,00;€ 9,95;€ 58,25;€ 2,- Korting op een bestelling vanaf € 25,-;€ 2,00;€ 56,25
;;;;;;;;;;BBQ Mixed Grill;Large Pizza;Barbecue Saus;€ 7,95;2;;€ 0,00;€ 23,90;;;;
;;;;;;;;;;Caprese;Large Pizza;Tomatensaus;€ 4,95;1;Salami, Geitenkaas, Verse Tomaat, Beenham;€ 4,50;€ 13,45;;;;
;;;;;;;;;;Deluxe;Large Pizza;Tomatensaus;€ 6,95;1;;€ 0,00;€ 10,95;;;;

Bergen op Zoom;Elton Polman;06-84080427;EltonPolman@gustr.com;Burgemeester Stulemeijerlaan 64;Bergen op Zoom;maandag 25 februari 2019;Bezorgen;maandag 25 februari 2019;20:58;Caprese;Medium Pizza;Tomatensaus;€ 4,95;1;;€ 0,00;€ 4,95;€ 4,95;;€ 0,00;€ 4,95

Geleen;Rachèlle Krijt;06-94982667;RachelleKrijt@armyspy.com;Aan het Broek 41;Sittard;donderdag 7 september 2017;Bezorgen;donderdag 7 september 2017;17:04;Beenham;Medium Cheesy Crust Pizza;Tomatensaus;€ 6,95;1;Kip, Shoarma, Knoflooksaus Swirl, Honing Mosterdsaus;€ 3,50;€ 12,45;€ 45,30;;€ 0,00;€ 45,30
;;;;;;;;;;Hot & Spicy;Italian Pizza;Tomatensaus;€ 6,95;2;Gorgonzola, Bacon;€ 2,00;€ 19,90;;;;
;;;;;;;;;;Pollo Pomodore;Large Pizza;Tomatensaus;€ 8,95;1;;€ 0,00;€ 12,95;;;;

Amsterdam Overtoom;Nazmiye Kwak;06-46207126;NazmiyeKwak@armyspy.com;Blasiusstraat 127;Amsterdam;dinsdag 30 oktober 2018;Bezorgen;dinsdag 30 oktober 2018;20:11;Caprese;Medium Pizza;Tomatensaus;€ 4,95;2;;€ 0,00;€ 9,90;€ 20,85;;€ 0,00;€ 20,85
;;;;;;;;;;Salame Speciale;Large Pizza;Tomatensaus;€ 6,95;1;;€ 0,00;€ 10,95;;;;

Velp;Seyhan Luijkx;06-34682318;SeyhanLuijkx@gustr.com;De Hoppen 57;Sneek;zaterdag 1 september 2018;Bezorgen;zaterdag 1 september 2018;18:01;Salame Speciale;Medium Cheesy Crust Pizza;Tomatensaus;€ 6,95;1;;€ 0,00;€ 8,95;€ 71,65;3e pizza gratis bij bezorgen;€ 6,95;€ 64,70
;;;;;;;;;;Margaritha;Large Pizza;Tomatensaus;€ 4,95;3;;€ 0,00;€ 26,85;;;;
;;;;;;;;;;BBQ Chicken Hawaii;Family XXL Pizza;Barbecue Saus;€ 6,95;1;;€ 0,00;€ 11,95;;;;
;;;;;;;;;;Beenham;Family XXL Pizza;Tomatensaus;€ 6,95;2;;€ 0,00;€ 23,90;;;;

Helmond;Grace te Winkel;06-60360163;GraceteWinkel@armyspy.com;Vossenstraat 161;Helmond;dinsdag 20 maart 2018;Bezorgen;dinsdag 20 maart 2018;16:58;Margaritha;Medium Cheesy Crust Pizza;Tomatensaus;€ 4,95;1;;€ 0,00;€ 6,95;€ 50,75;3e pizza gratis bij bezorgen;€ 6,95;€ 43,80
;;;;;;;;;;Margaritha;Italian Pizza;Tomatensaus;€ 4,95;1;;€ 0,00;€ 5,95;;;;
;;;;;;;;;;Deluxe;Large Pizza;Tomatensaus;€ 6,95;2;Merguez, Gorgonzola;€ 2,00;€ 25,90;;;;
